148.4, 92.8, 128.7, -179.2, 1.27, 1.32
132.1, 53.0, 119.6, -162.87, -2.78, -15.51
198.8, 147.4, 119.1, 157.83, 19.73, -15.53
234.8, 70.3, 93.9, 164.83, 46.4, -45.44
65.6, 213.4, 53.6, 119.78, -27.82, 19.1
120.8, 119.3, 124.9, 172.45, 19.61, 150.26
